Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Eligible,Link
EUTELSAT-E-70.5E,France 🇫🇷,70.5°E,Non-Planned,Late-Stage,Yes,No,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT-E-70.5E&sel_satname=EUTELSAT-E-70.5E&plan_id=
EUTELSAT 3-70.5E,France 🇫🇷,70.5°E,Non-Planned,Late-Stage,Yes,No,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-70.5E&sel_satname=EUTELSAT+3-70.5E&plan_id=
F-SAT-KU3-E-70.5E,France 🇫🇷,70.5°E,Non-Planned,Late-Stage,Yes,No,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU3-E-70.5E&sel_satname=F-SAT-KU3-E-70.5E&plan_id=
F-SAT-N-E-70.5E,France 🇫🇷,70.5°E,Non-Planned,Late-Stage,Yes,No,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-70.5E&sel_satname=F-SAT-N-E-70.5E&plan_id=
F-SAT-P-30B-70.5E-F,France 🇫🇷,70.5°E,Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-70.5E-F&sel_satname=F-SAT-P-30B-70.5E-F&plan_id=plan
F-SAT-30B-70.5E,France 🇫🇷,70.5°E,Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-70.5E&sel_satname=F-SAT-30B-70.5E&plan_id=plan
F-SAT-E-30B-70.5E,France 🇫🇷,70.5°E,Planned,Late-Stage,Yes,No,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-70.5E&sel_satname=F-SAT-E-30B-70.5E&plan_id=plan
F-SAT-N9-70.5E,France 🇫🇷,70.5°E,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N9-70.5E&sel_satname=F-SAT-N9-70.5E&plan_id=
F-SAT-N3-70.5E,France 🇫🇷,70.5°E,Non-Planned,Late-Stage,Yes,No,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-70.5E&sel_satname=F-SAT-N3-70.5E&plan_id=
IRANSAT-B-70.5E,Iran (Islamic Republic of) 🇮🇷,70.5°E,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-70.5E&sel_satname=IRANSAT-B-70.5E&plan_id=
EUTELSAT EXB-70.5E,France 🇫🇷,70.5°E,Planned,Late-Stage,Yes,No,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-70.5E&sel_satname=EUTELSAT+EXB-70.5E&plan_id=plan
F-SAT-N7-70.5E,France 🇫🇷,70.5°E,Non-Planned,Early-Stage,No,n/a,No,0.49°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-70.5E&sel_satname=F-SAT-N7-70.5E&plan_id=
IK-69.5E,Russian Federation 🇷🇺,69.5°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-69.5E&sel_satname=IK-69.5E&plan_id=
IRANSAT-B-69.5E,Iran (Islamic Republic of) 🇮🇷,69.5°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-69.5E&sel_satname=IRANSAT-B-69.5E&plan_id=
INSAT-EXC(71E),India 🇮🇳,71.0°E,Planned,Early-Stage,No,n/a,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-EXC(71E)&sel_satname=INSAT-EXC(71E)&plan_id=plan
AFS00000,South Africa 🇿🇦,71.0°E,Planned,Early-Stage,No,n/a,No,0.99°,No 🔴,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AFS00000&sel_satname=AFS00000&plan_id=plan
