Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
MEXSAT 109.2 LR,Mexico 🇲🇽,109.2°W,Non-Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEXSAT+109.2+LR&sel_satname=MEXSAT+109.2+LR&plan_id=
CANSAT-73,Canada 🇨🇦,109.2°W,Non-Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CANSAT-73&sel_satname=CANSAT-73&plan_id=
MEASAT-LA1B,Malaysia 🇲🇾,109.2°W,Non-Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-LA1B&sel_satname=MEASAT-LA1B&plan_id=
CAN0CENT,Canada 🇨🇦,111.1°W,Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CAN0CENT&sel_satname=CAN0CENT&plan_id=plan
CANSAT-24X-30B,Canada 🇨🇦,111.1°W,Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CANSAT-24X-30B&sel_satname=CANSAT-24X-30B&plan_id=plan
CAN-BSS63,Canada 🇨🇦,111.1°W,Non-Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CAN-BSS63&sel_satname=CAN-BSS63&plan_id=
ANIK E-B,Canada 🇨🇦,111.1°W,Non-Planned,Late-Stage,Yes,No,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ANIK+E-B&sel_satname=ANIK+E-B&plan_id=
CANSAT KA-4,Canada 🇨🇦,111.1°W,Non-Planned,Late-Stage,Yes,No,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CANSAT+KA-4&sel_satname=CANSAT+KA-4&plan_id=
CANSAT-24,Canada 🇨🇦,111.1°W,Non-Planned,Late-Stage,Yes,No,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CANSAT-24&sel_satname=CANSAT-24&plan_id=
ANIK-F2,Canada 🇨🇦,111.1°W,Non-Planned,Late-Stage,Yes,No,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ANIK-F2&sel_satname=ANIK-F2&plan_id=
ANIK-F2R,Canada 🇨🇦,111.1°W,Non-Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ANIK-F2R&sel_satname=ANIK-F2R&plan_id=
CANSAT-75,Canada 🇨🇦,111.1°W,Non-Planned,Early-Stage,No,n/a,No,0.95°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CANSAT-75&sel_satname=CANSAT-75&plan_id=
